Network,Device,IP,DNS,NetBIOS,Comments,Team,CRQ,OS,QID,Title,vSTATUS,PORT,SSL,FirstDetected,LastDetected,CVE,CVSS,Solution,RESULT,AssetID,AssetLinkID
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160766","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2023-12566)","Active"," ","false","2023-07-05","2023-08-11","CVE-2022-1679  CVE-2022-20141  CVE-2022-3434  CVE-2023-1118  CVE-2023-2269  CVE-2023-3159  CVE-2023-34256 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12566](https://linux.oracle.com/errata/ELSA-2023-12566.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12566:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12566.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.76.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.76.2.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160350","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-10071)","Active"," ","false","2022-12-14","2023-08-11","CVE-2022-4378 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-10071](https://linux.oracle.com/errata/ELSA-2022-10071.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-10071:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-10071.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.69.5.1.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.69.5.1.el7uek\nkernel;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","157950","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4596)","Active"," ","false","2020-11-20","2023-08-11","CVE-2018-1066  CVE-2018-10881  CVE-2018-10882  CVE-2019-3701 ","6.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-April/008616.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-April/008617.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4596:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-April/008616.html) [ELSA-2019-4596:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-April/008617.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.26.7.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","157971","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4629)","Active"," ","false","2020-11-20","2023-08-11","CVE-2018-12126  CVE-2018-12127  CVE-2018-12130  CVE-2019-11091 ","5.6","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-May/008717.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-May/008718.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4629:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-May/008717.html) [ELSA-2019-4629:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-May/008718.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.26.12.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","157983","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4642)","Active"," ","false","2020-11-20","2023-08-11","CVE-2015-5327  CVE-2017-18360  CVE-2018-19985  CVE-2019-11190 ","6.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-May/008739.html) [Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-May/008740.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4642:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-May/008739.html) [ELSA-2019-4642:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-May/008740.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.27.1.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","157992","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4669)","Active"," ","false","2020-11-20","2023-08-11","CVE-2018-12127  CVE-2018-12130 ","5.6","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-June/008779.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-June/008780.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4669:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-June/008779.html) [ELSA-2019-4669:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-June/008780.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.27.2.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158023","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4710)","Active"," ","false","2020-11-20","2023-08-11","CVE-2017-18208  CVE-2017-5715  CVE-2018-7191  CVE-2019-6133 ","6.7","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-July/008886.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-July/008887.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4710:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-July/008886.html) [ELSA-2019-4710:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-July/008887.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.28.6.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158087","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4735)","Active"," ","false","2020-11-20","2023-08-11","CVE-2019-1125 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-August/009016.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-August/009017.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4735:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-August/009016.html) [ELSA-2019-4735:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-August/009017.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.29.3.1.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","157907","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4528)","Active"," ","false","2020-11-20","2023-08-11","CVE-2018-18397  CVE-2019-5489 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-February/008461.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-February/008462.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4528:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-February/008461.html) [ELSA-2019-4528:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-February/008462.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.24.5.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","157912","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4531)","Active"," ","false","2020-11-20","2023-08-11","CVE-2017-12153  CVE-2018-17972  CVE-2018-3639 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-February/008472.html) [Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-February/008473.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4531:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-February/008472.html) [ELSA-2019-4531:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-February/008473.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.25.1.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","105146","World-Writable Directories Should Have Their Sticky Bits Set","Active"," ","false","2020-11-20","2023-08-11","","","It's best practice to set the sticky bit for world-writable directories.","/home/syed.hussain\n/tmp/cert\n/tmp/sysman\n/tmp/sysman/log_old\n/tmp/sysman/log\n/tmp/wls_issue\n/tmp/wls_issue/META-INF\n/tmp/wls_issue/extern\n/tmp/wls_issue/collect\n/tmp/hardening\n/tmp/logs\n/tmp/logs/met;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158146","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4823)","Active"," ","false","2020-11-20","2023-08-11","CVE-2017-14991  CVE-2017-7495 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-October/009233.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-October/009234.html) [](https://oss.oracle.com/pipermail/el-errata/2019-October/009300.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4823:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-October/009233.html) [ELSA-2019-4823:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-October/009234.html) [ELSA-2019-4823](https://oss.oracle.com/pipermail/el-errata/2019-October/009300.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.32.3.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158160","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4837)","Active"," ","false","2020-11-20","2023-08-11","CVE-2018-12207  CVE-2019-11135 ","6.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-November/009324.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-November/009325.html) [](https://oss.oracle.com/pipermail/el-errata/2019-November/009331.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4837:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-November/009324.html) [ELSA-2019-4837:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-November/009325.html) [ELSA-2019-4837](https://oss.oracle.com/pipermail/el-errata/2019-November/009331.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.32.3.2.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158182","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2019-4870)","Active"," ","false","2020-11-20","2023-08-11","CVE-2019-15219 ","4.6","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-December/009429.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-December/009430.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2019-4870:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2019-December/009429.html) [ELSA-2019-4870:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2019-December/009430.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.34.1.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158294","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2020-5642)","Active"," ","false","2020-11-20","2023-08-11","CVE-2018-5953  CVE-2019-18806  CVE-2020-10942 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2020-April/009775.html) [Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2020-April/009776.html) [](https://oss.oracle.com/pipermail/el-errata/2020-April/009805.html) \nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2020-5642:Oracle Linux 7](https://oss.oracle.com/pipermail/el-errata/2020-April/009775.html) [ELSA-2020-5642:Oracle Linux 6](https://oss.oracle.com/pipermail/el-errata/2020-April/009776.html) [ELSA-2020-5642](https://oss.oracle.com/pipermail/el-errata/2020-April/009805.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.38.1.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158623","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2020-5722)","Active"," ","false","2020-11-20","2023-08-11","CVE-2020-0543 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2020-5722](https://linux.oracle.com/errata/ELSA-2020-5722.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2020-5722:Oracle Linux](https://linux.oracle.com/errata/ELSA-2020-5722.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.39.5.1.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158661","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2020-5750)","Active"," ","false","2020-11-20","2023-08-11","CVE-2017-16538  CVE-2019-15214  CVE-2019-19533  CVE-2019-19534  CVE-2019-19536  CVE-2020-0543 ","6.6","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2020-5750](https://linux.oracle.com/errata/ELSA-2020-5750.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2020-5750:Oracle Linux](https://linux.oracle.com/errata/ELSA-2020-5750.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.40.6.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158713","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2020-5801)","Active"," ","false","2020-11-20","2023-08-11","CVE-2019-19054  CVE-2020-12888  CVE-2020-14416 ","5.3","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2020-5801](https://linux.oracle.com/errata/ELSA-2020-5801.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2020-5801:Oracle Linux](https://linux.oracle.com/errata/ELSA-2020-5801.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.41.4.el7uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160076","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-9761)","Active"," ","false","2022-09-07","2023-08-11","CVE-2019-9213  CVE-2020-36516  CVE-2020-36557  CVE-2020-36558  CVE-2021-33655  CVE-2021-33656  CVE-2022-1011  CVE-2022-21546  CVE-2022-2588 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-9761](https://linux.oracle.com/errata/ELSA-2022-9761.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-9761:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-9761.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.66.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.66.3.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","159332","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9395)","Active"," ","false","2021-08-13","2023-08-11","CVE-2020-14304  CVE-2021-22555  CVE-2021-32399  CVE-2021-33909 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9395](https://linux.oracle.com/errata/ELSA-2021-9395.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9395:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9395.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.53.5.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.53.5.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160818","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2023-12688)","Active"," ","false","2023-08-01","2023-08-11","CVE-2022-41218  CVE-2023-1380  CVE-2023-3090  CVE-2023-31084  CVE-2023-3141  CVE-2023-3161  CVE-2023-35824 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12688](https://linux.oracle.com/errata/ELSA-2023-12688.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12688:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12688.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.77.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.77.2.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160820","Oracle Enterprise Linux Security Update for linux-firmware (ELSA-2023-12689)","Active"," ","false","2023-08-01","2023-08-11","CVE-2023-20593 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12689](https://linux.oracle.com/errata/ELSA-2023-12689.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12689:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12689.html)","Package\tInstalled Version\tRequired Version\nlinux-firmware\t20230516-999.19.git6c9e0ed5.el7.noarch\t20230516-999.22.git6c9e0ed5.el7;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160822","Oracle Enterprise Linux Security Update for linux-firmware (ELSA-2023-12690)","Active"," ","false","2023-08-01","2023-08-11","CVE-2023-20593 ","5.5","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12690](https://linux.oracle.com/errata/ELSA-2023-12690.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12690:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12690.html)","Package\tInstalled Version\tRequired Version\nlinux-firmware\t20230516-999.19.git6c9e0ed5.el7.noarch\t20230516-999.22.git6c9e0ed5.el7;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","159777","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2022-9348)","Active"," ","false","2022-05-05","2023-08-11","CVE-2021-0920  CVE-2021-3573  CVE-2021-4002  CVE-2021-4149  CVE-2021-4157  CVE-2021-4203  CVE-2021-45095  CVE-2021-45868  CVE-2022-0617  CVE-2022-1016 ","8.0","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2022-9348](https://linux.oracle.com/errata/ELSA-2022-9348.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2022-9348:Oracle Linux](https://linux.oracle.com/errata/ELSA-2022-9348.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.62.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.62.3.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","160572","Oracle Enterprise Linux Security Update for unbreakable enterprise kernel (ELSA-2023-12323)","Active"," ","false","2023-05-03","2023-08-11","CVE-2022-4095  CVE-2023-1513  CVE-2023-23559  CVE-2023-26545  CVE-2023-28772 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch.Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2023-12323](https://linux.oracle.com/errata/ELSA-2023-12323.html)\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2023-12323:Oracle Linux](https://linux.oracle.com/errata/ELSA-2023-12323.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.74.2.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.74.2.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158985","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9002)","Active"," ","false","2021-03-04","2023-08-11","CVE-2019-14895  CVE-2019-19037  CVE-2019-19447  CVE-2019-20934  CVE-2020-10711  CVE-2020-12464  CVE-2020-12652  CVE-2020-14305  CVE-2020-14351  CVE-2020-15436  CVE-2020-25668  CVE-2020-25705  CVE-2020-28915  CVE-2020-28974 ","9.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9002](https://linux.oracle.com/errata/ELSA-2021-9002.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9002:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9002.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.46.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.46.3.el7uek\nkernel-uek;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","158990","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9009)","Active"," ","false","2021-03-04","2023-08-11","CVE-2020-27673  CVE-2020-28374  CVE-2020-29568  CVE-2020-29569 ","8.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9009](https://linux.oracle.com/errata/ELSA-2021-9009.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9009:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9009.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.46.4.1.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.46.4.1.el7uek\nkernel;","18491203","1013905"
"ARC","UnixServer","10.64.0.100","arc-prd-app1","","","","","Oracle Enterprise Linux 7.9","159016","Oracle Enterprise Linux Security Update for Unbreakable Enterprise kernel (ELSA-2021-9030)","Active"," ","false","2021-03-04","2023-08-11","CVE-2020-12653  CVE-2020-27786  CVE-2020-29568  CVE-2020-29660  CVE-2020-36158 ","7.8","To resolve this issue, upgrade to the latest packages which contain a patch. Refer to Oracle Enterprise Linux advisory below for updates and patch information:[ELSA-2021-9030](https://linux.oracle.com/errata/ELSA-2021-9030.html).\nPatch:\nFollowing are links for downloading patches to fix the vulnerabilities:\n [ELSA-2021-9030:Oracle Linux](https://linux.oracle.com/errata/ELSA-2021-9030.html)","Package\tInstalled Version\tRequired Version\nkernel-uek-firmware\t4.1.12-124.41.4.el7uek.noarch\t4.1.12-124.47.3.el7uek\nkernel-uek-firmware\t4.1.12-124.24.1.el7uek.noarch\t4.1.12-124.47.3.el7uek\nkernel-uek;","18491203","1013905"
